5.941198848256090681e-01,4.764996815207339642e-02,2.973784961723469622e-01,8.094703871895316816e-01,3.605079031241137377e-01,5.218860472685789009e-01,4.712807526617394105e-01,5.981970541445459366e-01
-3.882402279596403050e-01,9.376255164251588725e-02,-2.377596608601341976e-01,-5.793748398318432358e-01,-4.873503861109451663e-01,-8.251440235015136127e-01,-5.799037501971856523e-01,-1.425333565771106370e-01
-1.034261790537047476e+00,-6.758599529957987073e-01,-1.122179080876786861e+00,-1.204715500016422691e+00,-9.447775229740700276e-01,-8.537526353509484744e-01,-1.378115351261797406e+00,-9.229008925176316325e-01
-4.004334726654383836e-01,-3.697230749092241808e-01,-8.829735635062709864e-01,-3.277259540898521117e-01,-9.601903784110020768e-01,-6.518705864449005905e-01,-9.753982642956148252e-01,-7.726645527738326136e-01
1.298924097231855118e-02,-6.909593034061892736e-01,-1.607909544681704328e-01,-1.877220915589412342e-01,1.349557538893983721e-01,-3.011642082692103650e-01,-1.102207502811613782e-01,-3.471331446804439835e-01
8.180989241560554515e-01,6.976652392270986658e-01,3.592882940864345898e-01,7.484676845401290191e-01,2.790047524903878085e-01,4.949512238139293085e-01,6.644207830452203423e-01,6.906591608332608434e-01
2.274980850606616312e-01,-7.442727560668539466e-01,-9.818866661291356102e-02,-2.825594823729315475e-01,-5.896909536028351884e-01,-3.854253180296124404e-01,-4.548852123619874788e-01,-2.463430717446472573e-01
-8.753859791944427204e-01,-1.061255113985009713e+00,-6.044718529814125940e-01,-6.429382665312640688e-01,-6.571725075930596738e-01,-7.997906804566237149e-01,-4.945768156593893794e-01,-1.039403137469493421e+00
8.697053751148993150e-01,1.439187043872790728e+00,1.203247060403531243e+00,1.233553379121921756e+00,1.441726108274357321e+00,1.166873157189697086e+00,1.018871304330793093e+00,1.556589002240012398e+00
-5.047218456866971875e-02,9.589450330199135175e-01,-5.864418683423350265e-01,-2.248914448694171175e-01,-1.927353788001203716e-01,-6.442792160065502483e-02,-1.766453681006181775e-01,-1.654594594484607717e-01
-4.866875068694619388e-01,-9.323208847751383865e-02,1.019198777846391124e+00,3.231886425660501772e-01,2.831829531703300984e-01,2.116452373431086387e-01,2.749153038832944373e-01,5.835700902366489640e-01
