4.967141530112326731e-01,2.062172210678819284e-01,3.954030570029719582e-01,4.619278225548821837e-01,3.714349812323557432e-01,3.449083831360528207e-01,3.905872279823423554e-01,3.750725309796266727e-01
-4.694743859349521098e-01,-6.477736425948482646e-03,-2.292954978865980042e-01,-2.666257326769741476e-01,-2.140058017949827973e-01,-2.530602440526157348e-01,-2.573102556994548706e-01,-2.471864840414131903e-01
-1.012831120334423796e+00,-4.057046635468755102e-01,-6.669784693080771376e-01,-7.553942909570178221e-01,-5.712564304790848091e-01,-6.014618528930647523e-01,-6.191016297413896030e-01,-6.171309260998074642e-01
-5.443827245251826596e-01,-2.445864369226949664e-01,-5.836660164926967820e-01,-4.624875881570729708e-01,-5.173259852328939701e-01,-4.491722172781563716e-01,-4.776671769245180443e-01,-4.519373292853517965e-01
-1.349722473793392094e-02,-4.912156030080990776e-01,7.436328117490231815e-03,-1.506090459958529248e-01,-7.000825307475164183e-02,-2.293655159128817345e-01,-1.697365520181285947e-01,-1.611614509498592585e-01
7.384665799954104326e-01,4.790242086390634757e-01,3.324422700561677768e-01,4.090789706572751649e-01,2.883887327935014122e-01,3.530033742233497085e-01,3.399149795850456846e-01,3.487785726085839144e-01
3.436182895684614103e-01,-6.201590022028479199e-01,-1.585499670766608860e-01,-1.255501339683448014e-01,-1.758654320496378376e-01,-2.059651234875772008e-01,-1.671359249345479303e-01,-1.701522719114681725e-01
-8.392175232226385395e-01,-5.967449350403772890e-01,-3.409827326129210578e-01,-4.123132796129272970e-01,-4.303693341934518579e-01,-4.624418565250109081e-01,-4.492395728535247823e-01,-4.606476276303551609e-01
8.125258223941980162e-01,1.061270181683826364e+00,6.582951375651023840e-01,7.769936864669295673e-01,7.204756830888499053e-01,7.570854889065511406e-01,7.459295954591320665e-01,7.567407516209859741e-01
-3.582603910995153795e-02,6.963744520742016775e-01,-4.835033633537258457e-01,-1.181999234426775458e-01,-2.077456516119052243e-01,-2.532310226003920556e-02,-1.074294697247911989e-01,-1.180623906923561478e-01
-2.196718878375119310e-01,4.420181485260915588e-02,4.577520023611414413e-01,1.754984832881190115e-01,2.060601149812250066e-01,1.557262254274596747e-01,1.919932941029533491e-01,1.819922820295448440e-01
-5.297602037670388064e-01,-5.258444063660522305e-02,-8.421293359045535498e-02,-1.165709361720274895e-01,-1.647075229624890280e-01,-1.418327643327364773e-01,-1.454997828015398842e-01,-1.637458351083713182e-01
2.961202770645760540e-01,2.800783526961410641e-01,1.950141700738101669e-01,2.042008901108814944e-01,1.134075491429169386e-01,1.738857245502490600e-01,1.597560558143718557e-01,1.491824900700745027e-01
-1.612857116660091350e-01,9.735068391128287590e-02,6.250873474387044215e-01,3.335000406968026687e-01,4.084427927245345424e-01,3.103391768107059967e-01,3.277156690636638392e-01,3.343497442212715054e-01
6.023020994102643716e-02,1.159586543237840939e+00,5.453371306221921344e-01,5.095546812636810863e-01,5.072603406250566493e-01,5.768098473607152776e-01,5.515396268865133678e-01,5.533454886569892928e-01
7.910319470430469124e-01,1.310536386969529676e-02,5.859251525472799482e-01,4.212341561380877342e-01,5.060122173864435302e-01,4.628690754424535370e-01,4.539333465508355037e-01,4.581053657711149918e-01
9.965136508764121936e-02,-1.762738218172368310e-01,-5.688975282716685067e-01,-3.133339217852459391e-01,-4.360040818383036365e-01,-3.133490453138743081e-01,-3.626801605569381359e-01,-3.373219258784185826e-01
-7.832532923362370836e-01,-5.722622026055855793e-01,-1.652021826754426215e-01,-4.383157316813286464e-01,-3.070324171670650859e-01,-3.432017239917090623e-01,-3.631395806846812180e-01,-3.436342667654086469e-01
