Sender Account ID,Receiver Account ID,Transaction Amount,Fraud Flag
S_ACC204,S_ACC147,264.6313281822437,False
S_ACC975,S_ACC481,151.28548960839132,False
S_ACC585,S_ACC776,364.8493794506528,False
S_ACC651,S_ACC615,13.966982736370017,False
S_ACC998,S_ACC838,235.15591510209006,False
S_ACC310,S_ACC134,908.9227015002293,False
S_ACC18,S_ACC834,1.9752571089816866,False
S_ACC41,S_ACC418,59.61696904367976,False
S_ACC60,S_ACC907,115.83458352742626,False
S_ACC462,S_ACC902,67.89770514775132,False
S_ACC343,S_ACC397,62.2406837863671,False
S_ACC66,S_ACC50,34.59419472240857,False
S_ACC127,S_ACC205,42.9260755567693,False
S_ACC314,S_ACC482,109.44100049515926,False
S_ACC943,S_ACC559,454.82772642442484,False
S_ACC180,S_ACC721,659.8913130258067,False
S_ACC105,S_ACC600,621.191845659822,False
S_ACC839,S_ACC845,84.37986931338305,False
S_ACC180,S_ACC93,39.74836018853908,False
S_ACC734,S_ACC284,68.35344434563353,False
S_ACC110,S_ACC905,126.66500333890531,False
S_ACC722,S_ACC564,126.44439161497681,False
S_ACC480,S_ACC378,272.6805846702383,False
S_ACC727,S_ACC468,278.9552631117143,False
S_ACC764,S_ACC810,150.32603495071407,False
S_ACC770,S_ACC783,215.25747108168895,False
S_ACC407,S_ACC531,75.92943037112329,False
S_ACC758,S_ACC371,41.92224856723227,False
S_ACC88,S_ACC686,35.95314609149966,False
S_ACC830,S_ACC185,226.62672861962494,False
S_ACC10,S_ACC571,275.7157275902862,False
S_ACC362,S_ACC84,324.25762415316007,False
S_ACC322,S_ACC362,312.4545306877989,False
S_ACC956,S_ACC202,150.15119658654518,False
S_ACC962,S_ACC301,176.28841069576276,False
S_ACC514,S_ACC411,268.09300945145463,False
S_ACC342,S_ACC643,325.1134785357098,False
S_ACC197,S_ACC591,235.51825237100198,False
S_ACC868,S_ACC48,145.80384328190007,False
S_ACC250,S_ACC262,69.00835276612295,False
S_ACC878,S_ACC897,18.255966153958965,False
S_ACC235,S_ACC547,253.74810814612786,False
S_ACC460,S_ACC415,240.97684477122866,False
S_ACC685,S_ACC592,224.10662319105987,False
S_ACC655,S_ACC389,60.27715051776627,False
S_ACC311,S_ACC392,706.5055942071477,False
S_ACC918,S_ACC544,101.95629719656496,False
S_ACC222,S_ACC868,132.11070312322676,False
S_ACC14,S_ACC187,44.942146149668865,False
S_ACC386,S_ACC876,363.45862128837734,False
S_ACC776,S_ACC537,130.75284937805972,False
S_ACC929,S_ACC251,72.29182131246299,False
S_ACC990,S_ACC500,1.157223481657481,False
S_ACC814,S_ACC749,7.441412007388344,False
S_ACC948,S_ACC831,137.6566960386892,False
S_ACC708,S_ACC188,357.6174216740244,False
S_ACC38,S_ACC602,71.80062814835325,False
S_ACC52,S_ACC444,793.4849126220652,False
S_ACC276,S_ACC894,11.31152639909742,False
S_ACC424,S_ACC926,171.24563936306296,False
S_ACC359,S_ACC234,96.84097822480295,False
S_ACC630,S_ACC551,131.75633634962333,False
S_ACC786,S_ACC492,751.8921834356504,False
S_ACC77,S_ACC456,304.9129365516305,False
S_ACC891,S_ACC774,260.22189545432275,False
S_ACC209,S_ACC750,138.81792570787906,False
S_ACC503,S_ACC241,634.9790221896288,False
S_ACC577,S_ACC220,228.11752810555802,False
S_ACC518,S_ACC578,172.03457234242148,False
S_ACC322,S_ACC47,58.118884358153,False
S_ACC785,S_ACC486,109.07340118118984,False
S_ACC821,S_ACC723,3.579510748143337,False
S_ACC546,S_ACC648,105.81924714035597,False
S_ACC276,S_ACC470,517.9548485655683,False
S_ACC914,S_ACC222,95.16106503148904,False
S_ACC631,S_ACC780,425.06096916382575,False
S_ACC462,S_ACC226,41.400915676176396,False
S_ACC63,S_ACC577,11.847482585316282,False
S_ACC716,S_ACC280,92.7771176491726,False
S_ACC860,S_ACC415,458.3546501461926,False
S_ACC593,S_ACC892,91.27909965431742,False
S_ACC799,S_ACC561,607.7206718211728,False
S_ACC686,S_ACC233,130.2562424441082,False
S_ACC388,S_ACC660,102.95581497433002,False
S_ACC581,S_ACC746,270.4667796743998,False
S_ACC570,S_ACC971,79.76631862844798,False
S_ACC911,S_ACC569,201.62950264442668,False
S_ACC635,S_ACC10,649.1866485307374,False
S_ACC698,S_ACC676,812.6316633724747,False
S_ACC892,S_ACC563,126.0124154147322,False
S_ACC262,S_ACC344,200.83248299612976,False
S_ACC867,S_ACC69,369.7986278799226,False
S_ACC417,S_ACC239,8.206322978931253,False
S_ACC331,S_ACC702,30.802590596681455,False
S_ACC434,S_ACC537,344.2877274336288,False
S_ACC299,S_ACC400,123.39380520802466,False
S_ACC261,S_ACC221,18.524200825718953,False
S_ACC113,S_ACC565,366.8451132762092,False
S_ACC192,S_ACC443,131.66170307727486,False
S_ACC322,S_ACC710,192.9303717471409,False
S_ACC403,S_ACC642,37.2378201795751,False
S_ACC168,S_ACC268,580.9532892985508,False
S_ACC943,S_ACC279,379.06435694705914,False
S_ACC633,S_ACC248,29.947283162711575,False
S_ACC166,S_ACC95,3.2230511527947736,False
S_ACC570,S_ACC908,156.5184200175538,False
S_ACC844,S_ACC227,111.87772678618038,False
S_ACC468,S_ACC590,199.4917331561761,False
S_ACC287,S_ACC266,146.7043974722002,False
S_ACC30,S_ACC163,201.81320707234346,False
S_ACC604,S_ACC334,212.54210670476547,False
S_ACC445,S_ACC537,152.8214011072012,False
S_ACC505,S_ACC220,154.1979208434247,False
S_ACC242,S_ACC9,24.171346669250006,False
S_ACC9,S_ACC843,96.84535400790844,False
S_ACC421,S_ACC757,408.94382494295496,False
S_ACC69,S_ACC851,267.9547000279183,False
S_ACC129,S_ACC833,63.46528736321413,False
S_ACC876,S_ACC714,269.49840477665987,False
S_ACC782,S_ACC220,214.03570878772956,False
S_ACC907,S_ACC211,73.36398841791973,False
S_ACC338,S_ACC316,990.4693725029231,False
S_ACC998,S_ACC692,212.47031705942558,False
S_ACC146,S_ACC270,27.039526939314946,False
S_ACC810,S_ACC667,134.87665857203706,False
S_ACC642,S_ACC612,198.5285242731553,False
S_ACC688,S_ACC764,254.3541954745934,False
S_ACC799,S_ACC389,89.7748477155725,False
S_ACC595,S_ACC365,16.524620010265448,False
S_ACC254,S_ACC601,31.160339114213926,False
S_ACC4,S_ACC793,335.06871439001475,False
S_ACC33,S_ACC894,45.934620514390886,False
S_ACC27,S_ACC713,85.66272228922602,False
S_ACC30,S_ACC133,316.11276905959943,False
S_ACC636,S_ACC236,64.57778397918356,False
S_ACC986,S_ACC861,151.4657242076208,False
S_ACC209,S_ACC941,135.5744976234751,False
S_ACC39,S_ACC795,361.07292264925445,False
S_ACC771,S_ACC153,197.60568634415424,False
S_ACC335,S_ACC149,48.94930463772694,False
S_ACC139,S_ACC655,60.60907242928321,False
S_ACC185,S_ACC77,58.23281148454611,False
S_ACC480,S_ACC275,62.56251679817948,False
S_ACC214,S_ACC217,41.08257756832329,False
S_ACC764,S_ACC198,297.0765557648208,False
S_ACC107,S_ACC592,266.7667899797429,False
S_ACC678,S_ACC163,156.0361793246014,False
S_ACC751,S_ACC411,45.624573638636285,False
S_ACC889,S_ACC575,552.2764405658199,False
S_ACC236,S_ACC144,86.44469642093891,False
S_ACC174,S_ACC288,160.20873688037693,False
S_ACC582,S_ACC762,21.608595380175498,False
S_ACC716,S_ACC147,296.599252633976,False
S_ACC950,S_ACC869,530.5194604155673,False
S_ACC452,S_ACC946,125.8258499396401,False
S_ACC537,S_ACC331,362.30624429121855,False
S_ACC540,S_ACC252,245.4725222568012,False
S_ACC285,S_ACC72,39.40161150170353,False
S_ACC704,S_ACC242,124.35554781346355,False
S_ACC13,S_ACC43,31.195505126014588,False
S_ACC109,S_ACC298,35.15241429362101,False
S_ACC265,S_ACC153,268.3448417355756,False
S_ACC319,S_ACC556,72.17650229491503,False
S_ACC146,S_ACC560,257.5324621257949,False
S_ACC724,S_ACC301,40.64621089582757,False
S_ACC661,S_ACC729,89.19089733119388,False
S_ACC510,S_ACC62,170.35407790323995,False
S_ACC79,S_ACC107,36.159011377713504,False
S_ACC821,S_ACC722,94.93371608040027,False
S_ACC839,S_ACC900,460.58213526102224,False
S_ACC190,S_ACC338,413.37385700408663,False
S_ACC144,S_ACC989,122.86962825264163,False
S_ACC667,S_ACC360,368.08812998456153,False
S_ACC296,S_ACC134,166.06588579142252,False
S_ACC771,S_ACC644,200.6758051928862,False
S_ACC425,S_ACC519,322.0517259653993,False
S_ACC836,S_ACC234,527.0648200059301,False
S_ACC744,S_ACC649,192.72601709776217,False
S_ACC756,S_ACC772,61.84689054518847,False
S_ACC339,S_ACC859,192.30469333713626,False
S_ACC77,S_ACC760,614.8546944456288,False
S_ACC899,S_ACC695,23.403447229086833,False
S_ACC202,S_ACC343,137.79546840792656,False
S_ACC742,S_ACC279,144.25638203682323,False
S_ACC627,S_ACC530,351.8781908573048,False
S_ACC138,S_ACC200,146.7294416295936,False
S_ACC514,S_ACC49,565.241729049162,False
S_ACC465,S_ACC535,85.5598457849027,False
S_ACC688,S_ACC945,191.08708672348396,False
S_ACC869,S_ACC280,20.90968143542072,False
S_ACC817,S_ACC469,74.94546167155252,False
S_ACC712,S_ACC610,191.09949262509315,False
S_ACC93,S_ACC608,125.52825738053382,False
S_ACC933,S_ACC718,167.3541528474123,False
S_ACC89,S_ACC337,461.39426912684985,False
S_ACC171,S_ACC997,342.6683722216133,False
S_ACC640,S_ACC727,251.02178972420828,False
S_ACC867,S_ACC143,70.37359469844718,False
S_ACC535,S_ACC748,461.5032456200379,False
S_ACC68,S_ACC518,84.79570790951958,False
S_ACC449,S_ACC729,152.4400329230624,False
S_ACC748,S_ACC442,32.63400008486242,False
S_ACC647,S_ACC306,169.5851569796814,False
S_ACC884,S_ACC148,257.71851755356255,False
S_ACC489,S_ACC334,457.40855237278765,False
S_ACC482,S_ACC615,609.7541189073171,False
S_ACC916,S_ACC467,576.3363635207405,False
S_ACC432,S_ACC657,299.18794116488397,False
S_ACC333,S_ACC226,231.59124988152547,False
S_ACC427,S_ACC680,30.191226184176536,False
S_ACC762,S_ACC671,9.349751787707497,False
S_ACC610,S_ACC622,57.5731218039025,False
S_ACC204,S_ACC795,31.110749862996272,False
S_ACC443,S_ACC602,142.56436627838886,False
S_ACC929,S_ACC520,74.57963353613363,False
S_ACC980,S_ACC44,43.830847972240804,False
S_ACC737,S_ACC429,102.31110197924005,False
S_ACC107,S_ACC485,236.25779323113107,False
S_ACC888,S_ACC915,164.62272267986177,False
S_ACC352,S_ACC5,107.42267720565386,False
S_ACC770,S_ACC775,263.577342048423,False
S_ACC142,S_ACC696,132.19588843579314,False
S_ACC75,S_ACC185,225.400004193929,False
S_ACC259,S_ACC680,348.05035007037975,False
S_ACC815,S_ACC612,85.32841084067655,False
S_ACC742,S_ACC646,107.51279905554117,False
S_ACC367,S_ACC363,46.27784980119814,False
S_ACC282,S_ACC914,336.72344260567877,False
S_ACC620,S_ACC359,518.342042066006,False
S_ACC364,S_ACC231,127.02214527742373,False
S_ACC412,S_ACC949,411.77503809048216,False
S_ACC207,S_ACC952,600.9874451411578,False
S_ACC71,S_ACC571,160.96739538490178,False
S_ACC458,S_ACC893,134.03126705587826,False
S_ACC133,S_ACC14,27.051669549714802,False
S_ACC56,S_ACC315,215.95456910299063,False
S_ACC641,S_ACC245,912.8733525626945,True
S_ACC480,S_ACC791,97.77343351958268,False
S_ACC334,S_ACC734,180.0338045259968,False
S_ACC518,S_ACC914,29.681882764587353,False
S_ACC840,S_ACC123,1.4676164467822677,False
S_ACC484,S_ACC756,424.53590098022704,False
S_ACC742,S_ACC979,33.05130321590254,False
S_ACC619,S_ACC518,0.25907518700293186,False
S_ACC23,S_ACC357,314.3898043599283,False
S_ACC46,S_ACC442,235.04437173972534,False
S_ACC738,S_ACC689,111.06924392657243,False
S_ACC447,S_ACC151,299.52963035459345,False
S_ACC522,S_ACC478,113.61472335407899,False
S_ACC924,S_ACC586,7.799210156858429,False
S_ACC377,S_ACC516,249.84058112325903,False
S_ACC672,S_ACC239,52.198995070980125,False
S_ACC644,S_ACC895,123.2085430298457,False
S_ACC714,S_ACC630,228.989879593696,False
S_ACC637,S_ACC9,13.015416403812718,False
S_ACC302,S_ACC852,154.57823478675087,False
S_ACC571,S_ACC44,702.6897736269207,False
S_ACC808,S_ACC680,207.21445637872446,False
S_ACC220,S_ACC45,191.56219417488182,False
S_ACC874,S_ACC42,16.236576647182304,False
S_ACC892,S_ACC51,35.374054647858834,False
S_ACC189,S_ACC284,121.88145593864306,False
S_ACC379,S_ACC235,321.9948505860944,False
S_ACC505,S_ACC617,147.13536226612,False
S_ACC339,S_ACC62,35.59926849689896,False
S_ACC677,S_ACC667,21.210398569984417,False
S_ACC401,S_ACC425,36.70304390022311,False
S_ACC79,S_ACC381,146.9558086914194,False
S_ACC319,S_ACC580,17.993545815788558,False
S_ACC833,S_ACC865,9.124111175666572,False
S_ACC197,S_ACC481,232.39954251889858,False
S_ACC585,S_ACC267,3.1550797353324262,False
S_ACC882,S_ACC933,265.129000552319,False
S_ACC542,S_ACC339,45.866528272205954,False
S_ACC481,S_ACC202,42.86794722640973,False
S_ACC950,S_ACC860,40.18335937757997,False
S_ACC659,S_ACC214,350.85630179183124,False
S_ACC471,S_ACC110,93.21979015226188,False
S_ACC429,S_ACC884,13.04357319301257,False
S_ACC178,S_ACC135,135.12246034553752,False
S_ACC731,S_ACC493,393.9049326242567,False
S_ACC910,S_ACC734,75.06495755352725,False
S_ACC694,S_ACC607,281.46759533829686,False
S_ACC589,S_ACC118,42.30075716370545,False
S_ACC980,S_ACC238,119.13161308802233,False
S_ACC797,S_ACC354,84.55710271183048,False
S_ACC431,S_ACC704,120.52131839244149,False
S_ACC35,S_ACC195,221.66186168937273,False
